line_item_id,service_provider_name,postal_cd,bandwidth_in_mbps,num_students,connect_category,cost_per_line,frn_complete
885688,"Conterra Ultra Broadband, LLC",VA,500.0,8391,Fiber,27343.174736842106,2751379-1
885692,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",VA,10.0,4845,Other / Uncategorized,6480.0,2751530-1
885693,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",VA,50.0,4845,Other / Uncategorized,9024.0,2751608-1
885694,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",VA,50.0,4845,Other / Uncategorized,9060.0,2751685-1
885695,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",VA,100.0,4845,Fiber,10140.0,2751724-1
885696,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",VA,100.0,4845,Fiber,10140.0,2751741-1
885697,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",VA,50.0,4845,Other / Uncategorized,9024.0,2751762-1
885698,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",VA,50.0,4845,Other / Uncategorized,9024.0,2751777-1
885699,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",VA,100.0,4845,Fiber,10140.0,2751797-1
885700,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",VA,50.0,4845,Other / Uncategorized,11004.0,2752379-1
885701,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",VA,50.0,4845,Other / Uncategorized,9024.0,2752403-1
885702,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",VA,10.0,4845,Other / Uncategorized,6480.0,2752424-1
885703,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",VA,10.0,4845,Other / Uncategorized,6480.0,2752437-1
885704,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",VA,500.0,4845,Fiber,13878.0,2752462-1
885705,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",VA,10.0,4845,Other / Uncategorized,6480.0,2752509-1
885706,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",VA,200.0,4845,Fiber,32353.2,2752535-1
885718,"Comcast Cable Communications, LLC",VA,10.0,1893,Other / Uncategorized,1500.0,2751895-1
885743,Verizon Virginia LLC,VA,1000.0,22543,Fiber,235902.0,2753900-1
885744,Verizon Virginia LLC,VA,300.0,22543,Fiber,99300.36,2753900-2
885775,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",VA,500.0,2645,Fiber,21540.0,2840583-1
885776,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",VA,500.0,2645,Fiber,21540.0,2840583-2
885777,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",VA,500.0,2645,Fiber,45420.0,2840583-3
885778,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",VA,500.0,2645,Fiber,37020.0,2840583-4
885779,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",VA,500.0,2645,Fiber,21540.0,2840583-5
885780,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",VA,500.0,2645,Fiber,37020.0,2840583-6
885781,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",VA,500.0,2645,Fiber,21540.0,2840583-7
885782,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",VA,500.0,2645,Fiber,21540.0,2840583-8
885783,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",VA,10000.0,2645,Fiber,60000.0,2840583-9
885786,"Level 3 Communications, LLC",VA,500.0,18370,Fiber,126351.0,2819576-1
885791,"Conterra Ultra Broadband, LLC",VA,150.0,18370,Fiber,15948.0,2822683-1
885859,Shenandoah Telephone Company,VA,500.0,6170,Fiber,118800.0,2759995-1
885869,Town of Colonial Beach,VA,100.0,644,Other / Uncategorized,2400.0,2763507-1
885871,Verizon Business Global LLC,VA,100.0,644,Fiber,33600.0,2764306-1
886016,"GCR Telecommunications, Inc",VA,20.0,7465,Fiber,17595.0,2761702-1
886142,"Kinex Telecom, Inc",VA,100.0,1580,Fiber,75000.0,2768603-1
886147,"Cox Virginia Telcom, LLC",VA,155.5,29786,Fiber,72000.0,2771525-1
886148,"Cox Virginia Telcom, LLC",VA,155.5,29786,Fiber,39600.0,2771525-2
886166,"Shentel Communications, LLC",VA,250.0,5498,Fiber,27000.0,2774660-1
886383,"GCR Telecommunications, Inc",VA,300.0,9311,Fiber,64200.0,2782404-1
886619,Citizens Telephone Cooperative,VA,1000.0,4376,Fiber,6000.0,2788798-1
886622,"Conterra Ultra Broadband, LLC",VA,300.0,1183,Fiber,7764.0,2801385-1
886626,"Windstream Communications, LLC",VA,100.0,4208,Copper,9000.0,2818691-1
886627,"Windstream Communications, LLC",VA,1000.0,4208,Fiber,15000.0,2818691-2
886628,"Windstream Communications, LLC",VA,1000.0,4208,Fiber,5152.571428571428,2860082-1
886629,"Windstream Communications, LLC",VA,100.0,4208,Copper,4000.0,2860082-2
886635,Verizon Virginia LLC,VA,100.0,4732,Fiber,43320.0,2789629-1
886707,Verizon South Inc,VA,600000.0,5632,Fiber,71724.0,2793205-2
886720,Comcast Business Communications,VA,1000.0,4732,Fiber,58800.0,2795018-1
886730,"Cox Virginia Telcom, LLC",VA,200.0,11024,Fiber,61056.0,2797424-2
886731,"Cox Virginia Telcom, LLC",VA,30.0,11024,Other / Uncategorized,24468.0,2797424-3
886732,"Cox Virginia Telcom, LLC",VA,30.0,11024,Other / Uncategorized,10368.0,2797424-4
886733,"Cox Virginia Telcom, LLC",VA,30.0,11024,Other / Uncategorized,10368.0,2797424-5
886763,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",VA,100.0,4355,Fiber,8424.0,2806571-1
886764,"CenturyLink United Telephone-Southeast, Inc. (FKA Embarq)",VA,1000.0,4355,Fiber,21360.0,2806571-2
887029,"Charter Fiberlink VA-CCO, LLC",VA,100.0,2890,Fiber,26400.0,2804602-1
887074,"Shentel Communications, LLC",VA,500.0,5211,Fiber,70800.0,2807921-1
887075,Harrisonburg Electric Commission,VA,100.0,5211,Other / Uncategorized,5280.0,2807958-1
887076,Harrisonburg Electric Commission,VA,1000.0,5211,Fiber,11400.0,2807958-2
887077,"CenturyLink Qwest Communications Company, LLC",VA,100.0,1183,Fiber,30852.0,2831115-1
887128,Eastern Shore of Virginia Broadband Authority,VA,200.0,5131,Fiber,8900.0,2809534-1
887250,"Kinex Telecom, Inc",VA,250.0,2351,Fiber,24000.0,2812868-1
887251,"Kinex Telecom, Inc",VA,250.0,2351,Fiber,60000.0,2812875-1
887307,CenturyLink Central Telephone Co. of Virginia (FKA Embarq),VA,300.0,4236,Fiber,50928.0,2816296-1
887417,"Gans Communications, LP",VA,100.0,1183,Other / Uncategorized,40116.0,2835702-1
887418,"Comcast Cable Communications, LLC",VA,20.0,7276,Other / Uncategorized,2700.0,2817740-1
887434,Verizon Business Global LLC,VA,1000.0,180616,Fiber,53280.0,2819276-2
887437,"Cox Virginia Telcom, LLC",VA,100.0,180616,Other / Uncategorized,12814.285714285714,2819277-1
887438,"Cox Virginia Telcom, LLC",VA,15.0,180616,Other / Uncategorized,868.0,2819277-2
887440,"Cox Virginia Telcom, LLC",VA,5.0,180616,Other / Uncategorized,1129.8,2819277-4
887442,"Cox Virginia Telcom, LLC",VA,6.0,180616,Other / Uncategorized,828.0,2819277-6
887443,"Cox Virginia Telcom, LLC",VA,15.0,180616,Other / Uncategorized,1140.0,2819277-7
887444,"Cox Virginia Telcom, LLC",VA,10.0,180616,Other / Uncategorized,1204.47,2819277-8
887446,Comcast Business Communications,VA,3000.0,180616,Fiber,209859.0,2819466-1
887566,"Cox Virginia Telcom, LLC",VA,80.0,0,Fiber,65130.6,2821070-1
887567,"Cox Virginia Telcom, LLC",VA,80.0,0,Fiber,34320.0,2821083-1
887568,"Cox Virginia Telcom, LLC",VA,15.0,0,Fiber,10440.0,2821087-1
887594,"Comcast Cable Communications, LLC",VA,1000.0,5186,Other / Uncategorized,69600.0,2822939-1
887854,"Windstream Communications, LLC",VA,1000.0,23649,Fiber,368881.14,2829724-2
887928,Verizon Virginia LLC,VA,1000.0,14369,Fiber,22591.304347826088,2835036-1
887929,Verizon Business Global LLC,VA,1000.0,14369,Fiber,228870.0,2835212-1
887977,Comcast Business Communications,VA,1000.0,23768,Fiber,10296.0,2842070-1
887985,Verizon Business Global LLC,VA,100.0,2217,Other / Uncategorized,52200.0,2843224-1
887986,Verizon Business Global LLC,VA,100.0,2217,Other / Uncategorized,52200.0,2843224-2
887987,Bowling Green Electronics,VA,100.0,2217,Fixed Wireless,2700.0,2843242-1
888005,Citizens Telephone Cooperative,VA,1000.0,4520,Fiber,8874.545454545454,2848212-1
888006,"Conterra Ultra Broadband, LLC",VA,100.0,4520,Fiber,19920.0,2848285-1
888977,Comcast Business Communications,VA,300.0,2831,Fiber,41538.0,2865491-1
888978,Comcast Business Communications,VA,1000.0,2831,Fiber,14700.0,2865491-2
891069,"WAVEDIVISION HOLDINGS, LLC",WA,100.0,6298,Fiber,9384.615384615385,2868688-1
891106,"Zayo Group, LLC",WA,1000.0,9473,Fiber,6498.4,2720526-1
891116,"Fatbeam, LLC",WA,1000.0,1244,Fiber,5972.265,2721032-1
891144,King County Institutional Network (KC I-Net),WA,1000.0,25522,Fiber,981.8181818181819,2721657-1
891155,St. John Cable Company,WA,2.0,95,Other / Uncategorized,479.4,2722630-1
891157,St. John Cable Company,WA,2.0,167,Other / Uncategorized,456.0,2722270-1
891264,Comcast Business Communications,WA,1000.0,9473,Fiber,20235.0,2724804-1
891927,"Ednetics, Inc.",WA,100.0,941,Fiber,7353.0,2750425-1
891928,"Ednetics, Inc.",WA,1000.0,941,Fiber,8550.0,2750426-1
891929,"Ednetics, Inc.",WA,100.0,941,Other / Uncategorized,53940.0,2750426-2
892767,CenturyLink Qwest Corporation,WA,45.0,18455,Copper,25583.88,2797664-1
892770,"CenturyLink CenturyTel of Washington, Inc.",WA,1.5,18455,Copper,8143.44,2822484-1
893275,Comcast Business Communications,WA,5000.0,801231,Fiber,27646.92,2779819-46
893378,"WAVEDIVISION HOLDINGS, LLC",WA,1000.0,801231,Fiber,15360.0,2780090-12
893426,Western Wahkiakum County Telephone Company,WA,90.0,666,Other / Uncategorized,10156.68,2777329-1
893591,CenturyLink Qwest Corporation,WA,5000.0,801231,Fiber,86175.0,2783347-6
893596,"Ednetics, Inc.",WA,500.0,801231,Fiber,17535.0,2783354-3
893800,CenturyLink Qwest Corporation,WA,100.0,91,Fiber,14616.0,2788967-1
894141,"WAVEDIVISION HOLDINGS, LLC",WA,128.0,9635,Other / Uncategorized,978.0,2811532-1
894159,Educational Service District 171,WA,10.0,341,Fiber,3440.64,2800130-1
894208,McDaniel Telephone Company,WA,6.0,526,Copper,3867.84,2803236-1
895046,"Mashell Telecom, Inc.",WA,10.0,1759,Fiber,3318.12,2824819-1
895445,"Century Link CenturyTel of Lake Dallas, Inc.",WA,200.0,964,Fiber,62413.68,2832015-1
895835,Charter Communications,WA,500.0,3720,Fiber,46800.0,2841306-1
895931,"CenturyLink CenturyTel of Washington, Inc.",WA,1000.0,16580,Fiber,5582.16,2854286-1
895932,"CenturyLink CenturyTel of Washington, Inc.",WA,3000.0,16580,Fiber,16746.32,2854286-2
896161,CenturyLink Qwest Corporation,WA,100.0,22231,Other / Uncategorized,18600.0,2855790-1
896493,Charter Communications,WA,950.0,16580,Fiber,63234.0,2861203-1
896518,Jamestown Sklallam Tribe Economic Development Authority,WA,10000.0,16580,Fiber,14573.37,2861469-1
896991,"Wisconsin Bell, Inc.",WI,100.0,,Fiber,29766.0,2764630-110
896994,"Wisconsin Bell, Inc.",WI,100.0,,Fiber,29766.0,2764630-113
897009,"Wisconsin Bell, Inc.",WI,100.0,,Fiber,29766.0,2764630-128
897011,"Wisconsin Bell, Inc.",WI,100.0,,Fiber,29766.0,2764630-130
897014,"Wisconsin Bell, Inc.",WI,100.0,,Fiber,29766.0,2764630-133
897021,"Wisconsin Bell, Inc.",WI,100.0,,Fiber,29766.0,2764630-140
897022,"Wisconsin Bell, Inc.",WI,100.0,,Fiber,29766.0,2764630-141
897030,"Wisconsin Bell, Inc.",WI,100.0,,Fiber,29766.0,2764630-149
897038,"Wisconsin Bell, Inc.",WI,100.0,,Fiber,29766.0,2764630-157
897042,"Wisconsin Bell, Inc.",WI,100.0,,Fiber,29766.0,2764630-161
897046,"Wisconsin Bell, Inc.",WI,100.0,,Fiber,29766.0,2764630-165
897052,"Wisconsin Bell, Inc.",WI,100.0,,Fiber,29766.0,2764630-171
897053,"Wisconsin Bell, Inc.",WI,100.0,,Fiber,29766.0,2764630-172
897056,"Wisconsin Bell, Inc.",WI,100.0,,Fiber,29766.0,2764630-175
897059,"Wisconsin Bell, Inc.",WI,100.0,,Fiber,29766.0,2764630-178
897061,"Wisconsin Bell, Inc.",WI,100.0,,Fiber,29766.0,2764630-180
897064,"Wisconsin Bell, Inc.",WI,100.0,,Fiber,29766.0,2764630-183
897066,"Wisconsin Bell, Inc.",WI,100.0,,Fiber,29766.0,2764630-185
897067,"Wisconsin Bell, Inc.",WI,100.0,,Fiber,29766.0,2764630-186
897073,"Wisconsin Bell, Inc.",WI,100.0,,Fiber,29766.0,2764630-192
897074,"Wisconsin Bell, Inc.",WI,100.0,,Fiber,29766.0,2764630-193
897075,"Wisconsin Bell, Inc.",WI,100.0,,Fiber,29766.0,2764630-194
897077,"Wisconsin Bell, Inc.",WI,100.0,,Fiber,29766.0,2764630-196
897088,"Wisconsin Bell, Inc.",WI,100.0,,Fiber,29766.0,2764630-207
897090,"Wisconsin Bell, Inc.",WI,100.0,,Fiber,29766.0,2764630-209
897091,"Wisconsin Bell, Inc.",WI,100.0,,Fiber,29766.0,2764630-210
897096,"Wisconsin Bell, Inc.",WI,100.0,,Fiber,29766.0,2764630-215
897098,"Wisconsin Bell, Inc.",WI,100.0,,Fiber,29766.0,2764630-217
897105,"Wisconsin Bell, Inc.",WI,100.0,,Fiber,29766.0,2764630-224
897121,"Wisconsin Bell, Inc.",WI,100.0,,Fiber,29766.0,2764630-240
897125,"Wisconsin Bell, Inc.",WI,100.0,,Fiber,29766.0,2764630-244
897145,"Wisconsin Bell, Inc.",WI,100.0,,Fiber,29766.0,2764630-264
897152,"Wisconsin Bell, Inc.",WI,100.0,,Fiber,29766.0,2764630-271
897153,"Wisconsin Bell, Inc.",WI,100.0,,Fiber,29766.0,2764630-272
897154,"Wisconsin Bell, Inc.",WI,100.0,,Fiber,29766.0,2764630-273
897156,"Wisconsin Bell, Inc.",WI,100.0,,Fiber,29766.0,2764630-275
897157,"Wisconsin Bell, Inc.",WI,100.0,,Fiber,29766.0,2764630-276
897236,"Wisconsin Bell, Inc.",WI,30.0,,Fiber,25608.0,2764630-355
897266,"Wisconsin Bell, Inc.",WI,20.0,,Fiber,24882.0,2764630-385
897328,"Wisconsin Bell, Inc.",WI,10.0,,Fiber,19206.0,2764630-447
897344,"Wisconsin Bell, Inc.",WI,10.0,,Fiber,19206.0,2764630-463
897349,"Wisconsin Bell, Inc.",WI,10.0,,Fiber,19206.0,2764630-468
897831,WiscNet,WI,1000.0,1520,Other / Uncategorized,10200.0,2818736-1
897837,"Time Warner Cable Information Services (Wisconsin), LLC",WI,1000.0,3048,Fiber,41700.0,2720630-1
897842,"Time Warner Cable Information Services (Wisconsin), LLC",WI,1000.0,3048,Fiber,41700.0,2720724-1
897940,"Central Wisconsin Communications, Inc.",WI,100.0,657,Other / Uncategorized,12600.0,2736638-1
897942,WiscNet,WI,100.0,715,Other / Uncategorized,7800.0,2741217-1
897951,Charter Communications,WI,200.0,1760,Other / Uncategorized,15900.0,2792128-1
898070,WiscNet,WI,10000.0,15231,Other / Uncategorized,26400.0,2750238-1
898105,WiscNet,WI,1000.0,4750,Other / Uncategorized,46596.0,2737310-2
898229,WiscNet,WI,95.0,1609,Other / Uncategorized,10000.08,2738806-1
898233,"Charter Fiberlink CCO, LLC",WI,100.0,1609,Fiber,9420.0,2738822-1
898241,Midwest Fiber Networks LLC,WI,10000.0,20577,Other / Uncategorized,2591.763529411765,2741049-1
898291,WiscNet,WI,1000.0,3714,Fiber,15600.0,2740304-1
898347,"Wisconsin Bell, Inc.",WI,20.0,2766,Other / Uncategorized,5160.0,2742842-1
898348,"Charter Fiberlink CCO, LLC",WI,500.0,2766,Other / Uncategorized,11472.0,2742859-1
898362,WiscNet,WI,100.0,208,Other / Uncategorized,6000.0,2744084-1
898363,"Wisconsin Bell, Inc.",WI,100.0,208,Other / Uncategorized,3000.0,2752778-1
898376,WiscNet,WI,100.0,666,Other / Uncategorized,7500.0,2784121-1
898403,WiscNet,WI,46.0,0,Other / Uncategorized,6000.0,2761498-1
898410,"Mid-Plains Telephone, LLC",WI,1000.0,6614,Fiber,8141.538461538462,2745541-1
898426,Charter Communications,WI,200.0,485,Fiber,15600.0,2757303-1
898476,"Time Warner Cable Information Services (Wisconsin), LLC",WI,500.0,78363,Fiber,19500.0,2757487-1
898477,"Time Warner Cable Information Services (Wisconsin), LLC",WI,1000.0,78363,Fiber,21000.0,2757487-2
898478,"Time Warner Cable Information Services (Wisconsin), LLC",WI,2000.0,78363,Fiber,30000.0,2757487-3
898479,"Time Warner Cable Information Services (Wisconsin), LLC",WI,10000.0,78363,Fiber,90000.0,2757487-4
898480,"Time Warner Cable Information Services (Wisconsin), LLC",WI,75000.0,78363,Fiber,540000.0,2757487-5
898536,WiscNet,WI,100.0,797,Fiber,7500.0,2749488-1
898543,"Wisconsin Bell, Inc.",WI,1.5,2494,Copper,160.08,2750059-1
898545,"Time Warner Cable Information Services (Wisconsin), LLC",WI,250.0,1101,Fiber,24600.0,2826548-1
898554,WiscNet,WI,100.0,7424,Other / Uncategorized,21600.0,2750260-1
898650,WiscNet,WI,97.0,1195,Other / Uncategorized,11285.0,2751880-1
898663,WiscNet,WI,500.0,2124,Fiber,16000.08,2766873-1
898668,WiscNet,WI,1000.0,5335,Other / Uncategorized,19200.0,2752825-1
898713,WiscNet,WI,91.0,740,Other / Uncategorized,8000.04,2754643-1
898738,"TSR Solutions, Inc.",WI,700.0,2059,Other / Uncategorized,14100.0,2758727-1
898741,WiscNet,WI,1000.0,3330,Other / Uncategorized,15600.0,2772334-1
898742,"Charter Fiberlink CCO, LLC",WI,1000.0,3031,Fiber,11820.0,2755899-2
898756,Union Telephone Company,WI,10.0,437,Cable / DSL,839.4,2756077-1
898762,WiscNet,WI,90.0,1286,Other / Uncategorized,9000.0,2817144-1
898769,WiscNet,WI,100.0,370,Other / Uncategorized,7000.08,2757657-1
898824,AT&T Corp.,WI,100.0,6228,Other / Uncategorized,13200.0,2787761-1
898826,WiscNet,WI,200.0,6228,Fiber,21600.0,2787800-1
898829,WiscNet,WI,18.0,248,Fiber,6500.04,2758966-1
898876,"Bruce Telephone Company, Inc.",WI,100.0,496,Other / Uncategorized,7560.0,2761550-1
898958,"Tech Com, Inc.",WI,100.0,1342,Fiber,3720.0,2764074-1
899000,"Central Wisconsin Communications, Inc.",WI,500.0,5324,Fiber,31500.0,2765058-1
899024,City of New Berlin,WI,1000.0,4656,Fiber,78120.0,2810002-1
899037,WiscNet,WI,26.0,652,Other / Uncategorized,7000.08,2766858-1
899099,WiscNet,WI,35.0,0,Other / Uncategorized,6500.04,2767674-1
899103,WiscNet,WI,96.0,370,Other / Uncategorized,7000.08,2767673-1
899152,WiscNet,WI,96.0,849,Other / Uncategorized,8000.04,2781207-1
899153,"Time Warner Cable Information Services (Wisconsin), LLC",WI,4000.0,78363,Fiber,84636.0,2770020-1
899156,"Time Warner Cable Information Services (Wisconsin), LLC",WI,25.0,1119,Other / Uncategorized,11400.0,2791272-1
899200,WiscNet,WI,3.0,88,Other / Uncategorized,6000.0,2770705-1
899206,"Time Warner Cable Information Services (Wisconsin), LLC",WI,100.0,197,Fiber,0,2771381-1
899351,Wittenberg Telephone Company,WI,50.0,2542,Fiber,9000.0,2778977-1
899408,"Time Warner Cable Information Services (Wisconsin), LLC",WI,0.0,1622,Other / Uncategorized,14850.0,2773393-1
899476,WiscNet,WI,96.0,326,Other / Uncategorized,6500.04,2783953-1
899500,WiscNet,WI,100.0,118,Other / Uncategorized,6500.04,2776096-1
899604,"Charter Fiberlink CCO, LLC",WI,50.0,1052,Fiber,13200.0,2779456-1
899628,"Charter Fiberlink CC VIII, LLC",WI,1000.0,3829,Fiber,71280.0,2778644-1
899695,WiscNet,WI,100.0,111,Other / Uncategorized,6500.04,2780350-1
899717,WiscNet,WI,100000.0,870,Other / Uncategorized,8400.0,2781857-1
899728,"Charter Fiberlink CCO, LLC",WI,500.0,2638,Other / Uncategorized,19500.0,2781417-1
899729,"Charter Fiberlink CCO, LLC",WI,100.0,2638,Fiber,9000.0,2781417-2
899822,"TW Telecom Holdings, Inc.",WI,50.0,627,Other / Uncategorized,11289.6,2782676-2
899823,"TW Telecom Holdings, Inc.",WI,100.0,627,Other / Uncategorized,11484.0,2782676-3
899828,WiscNet,WI,63.0,648,Other / Uncategorized,7500.0,2782905-1
899994,CenturyLink CenturyTel of the Midwest-Wisconsin (Northwest),WI,1000.0,3088,Fiber,4466.1,2788422-1
899995,CenturyLink CenturyTel of the Midwest-Wisconsin (Northwest),WI,100.0,3088,Other / Uncategorized,9972.0,2788422-2
899996,CenturyLink CenturyTel of the Midwest-Wisconsin (Northwest),WI,20.0,3088,Other / Uncategorized,7404.0,2788422-3
899997,CenturyLink CenturyTel of the Midwest-Wisconsin (Northwest),WI,20.0,3088,Other / Uncategorized,5760.0,2788422-4
900017,Time Warner Cable Wisconsin,WI,100.0,402,Fiber,19716.0,2784313-1
900124,"Charter Fiberlink CC VIII, LLC",WI,1000.0,3829,Fiber,9600.0,2785711-1
900152,CenturyLink CenturyTel of the Midwest-Wisconsin (Northwest),WI,6.0,4196,Cable / DSL,839.4,2787002-1
900157,"Mt. Vernon Telephone Company, LLC",WI,1000.0,5316,Fiber,9000.0,2787457-1
900159,"Charter Fiberlink CCO, LLC",WI,1000.0,5316,Fiber,26460.0,2787519-1
900209,WiscNet,WI,50.0,338,Other / Uncategorized,6500.04,2809609-1
900233,WiscNet,WI,1000.0,1948,Fiber,20100.0,2823715-1
900314,WiscNet,WI,100.0,1418,Other / Uncategorized,3000.0,2789915-1
900391,WiscNet,WI,100.0,519,Other / Uncategorized,7000.08,2810616-1
900423,"Unite Private Networks, LLC",WI,1000.0,4823,Fiber,5007.285714285715,2795045-1
900441,WiscNet,WI,300.0,2459,Fiber,11500.08,2795795-1
900456,WiscNet,WI,300.0,1261,Fiber,8500.08,2804333-1
900458,"Charter Fiberlink CCO, LLC",WI,300.0,1261,Fiber,8400.0,2809654-1
900505,Charter Communications,WI,500.0,1443,Fiber,23316.0,2798367-1
900510,"Wisconsin Bell, Inc.",WI,200.0,10374,Fiber,13041.176470588234,2798267-1
900668,WiscNet,WI,500.0,1322,Fiber,10200.0,2798984-1
900789,Tri-County Communications Cooperative Inc,WI,200.0,1171,Fiber,5610.0,2800342-1
900795,WiscNet,WI,95.0,854,Other / Uncategorized,8000.04,2803269-1
900798,Bloomer Telephone Company,WI,125.0,1168,Other / Uncategorized,5692.0,2800685-1
900896,"Charter Fiberlink CCO, LLC",WI,30.16,8623,Other / Uncategorized,8892.0,2801015-1
900972,"Charter Fiberlink CC VIII, LLC",WI,200.0,994,Fiber,15000.0,2802342-1
900996,WiscNet,WI,800.0,1852,Other / Uncategorized,11400.0,2803724-1
901014,"Charter Fiberlink CCO, LLC",WI,800.0,1852,Fiber,16920.0,2803865-1
901015,"Charter Fiberlink CCO, LLC",WI,100.0,1852,Other / Uncategorized,11640.0,2804101-1
901123,WiscNet,WI,100.0,828,Other / Uncategorized,8000.04,2807944-1
901129,Charter Communications,WI,7.0,265,Cable / DSL,2460.0,2808117-1
901163,WiscNet,WI,90.0,394,Other / Uncategorized,6500.04,2810517-1
901201,"Charter Fiberlink CC VIII, LLC",WI,200.0,4293,Fiber,8100.0,2810574-1
901204,WiscNet,WI,100.0,519,Other / Uncategorized,7000.08,2810719-1
901290,WiscNet,WI,500.0,2438,Fiber,13800.0,2811913-1
901298,Mount Horeb Telephone Company,WI,400.0,2370,Fiber,36600.0,2814522-1
901326,"Time Warner Cable Information Services (Wisconsin), LLC",WI,1000.0,2275,Fiber,40680.0,2813242-1
901512,"UTELCO, LLC",WI,7.62,2739,Fiber,12000.0,2816428-1
901513,"UTELCO, LLC",WI,1.5,2739,Copper,3840.0,2816428-2
901514,WiscNet,WI,1000.0,2739,Other / Uncategorized,18300.0,2816475-1
901515,"Charter Fiberlink CCO, LLC",WI,1000.0,2739,Fiber,16800.0,2816534-1
901527,WiscNet,WI,100.0,713,Other / Uncategorized,7500.0,2816426-1
901532,WiscNet,WI,100.0,482,Other / Uncategorized,7000.08,2817008-1
901540,Southwestern Bell Telephone Company,WI,500.0,1511,Fiber,7140.0,2816952-1
901541,WiscNet,WI,500.0,1511,Fiber,19000.08,2816972-1
901588,WiscNet,WI,100.0,575,Other / Uncategorized,7000.08,2817743-1
901725,"Time Warner Cable Information Services (Wisconsin), LLC",WI,100.0,408,Fiber,11292.0,2819523-1
901834,WiscNet,WI,100.0,1763,Other / Uncategorized,10000.08,2868448-1
901835,Charter Communications,WI,100.0,1763,Other / Uncategorized,13600.0,2868507-1
902087,"Charter Fiberlink CCO, LLC",WI,100.0,1206,Cable / DSL,4800.0,2828751-1
902680,WiscNet,WI,1000.0,3152,Other / Uncategorized,13800.0,2850875-1
903268,"Time Warner Cable Information Services (Wisconsin), LLC",WI,5.0,439,Other / Uncategorized,4188.0,2849317-1
903426,"Charter Fiberlink CCO, LLC",WI,10000.0,7404,Fiber,9411.42857142857,2850944-1
903629,WiscNet,WI,500.0,3290,Fiber,14000.04,2860917-1
904165,Frontier West Virginia Inc.,WV,100.0,3537,Fiber,10380.0,2812065-1
904166,Frontier West Virginia Inc.,WV,300.0,3537,Fiber,12588.0,2812065-2
904167,Frontier West Virginia Inc.,WV,20.0,3537,Other / Uncategorized,6024.0,2812065-3
907529,"Frontier Communications of America, Inc.",WV,10.0,2455,Other / Uncategorized,6900.0,2816288-1
907530,"Frontier Communications of America, Inc.",WV,20.0,2455,Other / Uncategorized,8820.0,2816288-2
907531,"Frontier Communications of America, Inc.",WV,100.0,2455,Fiber,15252.0,2816288-3
907926,Frontier West Virginia Inc.,WV,200.0,3537,Fiber,11772.0,2870664-1
907927,Frontier West Virginia Inc.,WV,500.0,3537,Fiber,14160.0,2870664-2
907928,Frontier West Virginia Inc.,WV,20.0,3537,Other / Uncategorized,6024.0,2870664-3
907929,Frontier West Virginia Inc.,WV,100.0,3537,Other / Uncategorized,10380.0,2870664-4
907958,"TCT West, Inc.",WY,1.0,490,Fiber,671.4,2759325-1
908048,"RT Communications, Inc.",WY,6.0,361,Cable / DSL,540.0,2745590-1
908053,Union Telephone Company,WY,15.0,771,Cable / DSL,17133.24,2746895-1
908054,The NGL Connection LLC,WY,8.0,771,Fiber,1080.0,2746896-1
908055,The NGL Connection LLC,WY,1.0,771,Fiber,598.8,2746896-2
908102,"Visionary Communications, Inc.",WY,20.0,1287,Cable / DSL,1112.76,2750924-1
908140,Wanrack LLC,WY,10000.0,1745,Fiber,10450.285714285714,2759093-1
908141,"OrbitCom, Inc",WY,1.5,1745,Other / Uncategorized,599.4,2759102-1
908155,CenturyLink Qwest Corporation,WY,250.0,,Fiber,8090.04,2806816-1
908216,"Tri County Telephone Assoc., Inc.",WY,30.0,,Other / Uncategorized,7989.12,2808510-1
908217,"Tri County Telephone Assoc., Inc.",WY,200.0,,Fiber,41387.16,2808510-2
908218,"Tri County Telephone Assoc., Inc.",WY,150.0,,Other / Uncategorized,40102.32,2808516-1
