"esh_id","service_provider_2015","bandwidth_in_mbps_2015","contract_end_date_2015","purpose_2015","percent_bw_2015","total_monthly_cost_2015","predominant_sp_2015","exclude_from_analysis"
901022,"Comcast",100,"2019-06-30","Internet",1,2290,TRUE,FALSE
901023,"Consolidated Comm",300,"2018-06-30","Upstream",1,125,TRUE,FALSE
901025,"Delta Comm",100,"2020-06-30","Internet",1,750,TRUE,FALSE
901026,"Comcast",100,"2019-06-30","Internet",1,1572,TRUE,FALSE
901027,"AT&T",20000,"2017-06-30","Upstream",1,7852.77,TRUE,FALSE
901031,"Wabash Tele Coop",300,"2016-06-30","Internet",1,600,TRUE,FALSE
901032,"Park TV",50,"2018-06-30","Internet",1,800,TRUE,FALSE
901033,"Delta Comm",50,"2016-06-30","Internet",1,1000,TRUE,FALSE
901034,"Comcast",200,"2016-06-30","Internet",1,451.7,TRUE,FALSE
901036,"Mediacom",200,"2016-06-30","Upstream",1,4350,TRUE,FALSE
901038,"Comcast",600,"2018-06-30","Internet",1,4520.25,TRUE,FALSE
901039,"MCC Telephony",40,"2016-06-01","Internet",1,350,TRUE,FALSE
901040,"Charter",1000,"2020-06-30","Internet",1,4480,TRUE,FALSE
901041,"Mediacom",100,"2016-02-06","Internet",1,2200,TRUE,FALSE
901042,"Harrisonville",100,"2016-06-30","Internet",1,1475,TRUE,FALSE
901045,"Comcast",200,"2016-06-30","Internet",1,510.1,TRUE,FALSE
901047,"Frontier",25,"2019-06-30","Internet",1,1950,TRUE,FALSE
901049,"AT&T",100,"2016-06-30","Internet",1,5962.99,TRUE,FALSE
901051,"Net56, Inc",200,"2016-06-30","Internet",1,12000,TRUE,FALSE
901052,"Delta Comm",200,"2020-07-01","Internet",1,1000,TRUE,FALSE
901054,"Comcast",1500,"2016-06-30","Internet",1,9798.28,TRUE,FALSE
901056,"AT&T",250,"2016-06-30","Internet",1,3485.85,TRUE,FALSE
901057,"Comcast",1400,"2018-06-30","Internet",1,10218,TRUE,FALSE
901058,"Winstream",100,"2017-06-30","Internet",1,3461.31,TRUE,FALSE
901062,"Frontier",10,"2016-07-01","Internet",1,65,TRUE,FALSE
901063,"Illinois Fiber",100,"2016-06-30","Upstream",1,600,TRUE,FALSE
901066,"Illinois Century",100,"2016-06-30","Internet",1,600,TRUE,FALSE
901068,"Comcast",1000,"2016-06-28","Internet",0.67,6700,TRUE,FALSE
901068,"Illinois Century",500,"2016-06-28","Internet",0.33,4850,FALSE,FALSE
901070,"Illinois Fiber",20,"2018-01-15","Internet",1,600,TRUE,FALSE
901071,"Net56, Inc",300,"2016-06-30","Internet",1,18000,TRUE,FALSE
901072,"Northern Illinois",1000,"2019-06-30","Internet",1,0,TRUE,FALSE
901075,"Illimois Central",20,"2016-06-30","Internet",1,0,TRUE,FALSE
901076,"Comcast",100,"2016-06-30","Internet",1,1123.95,TRUE,FALSE
901077,"AT&T",620,"2017-06-30","Internet",1,7638.51,TRUE,FALSE
901078,"Mediacom",50,"2018-02-24","Internet",1,500,TRUE,FALSE
901079,"Comcast",100,"2019-06-30","Internet",1,1706.96,TRUE,FALSE
901082,"Northern Illinois",200,"2018-06-30","Internet",1,800,TRUE,FALSE
901084,"Delta Comm",50,"2020-06-30","Internet",1,500,TRUE,FALSE
901086,"AT&T",100,"2016-06-30","Internet",1,1696.59,TRUE,FALSE
901088,"Park TV",100,"2016-06-30","Internet",1,1800,TRUE,FALSE
901092,"Comcast",1600,"2016-06-30","Internet",1,13690.79,TRUE,FALSE
901094,"Harrisonville",100,"2016-06-30","Internet",1,927,TRUE,FALSE
901095,"Delta Comm",200,"2018-06-30","Internet",1,1500,TRUE,FALSE
901096,"Mediacom",50,"2017-06-30","Internet",0.94,197,TRUE,FALSE
901096,"Frontier",3,"2016-06-30","Upstream",0.06,736,FALSE,FALSE
901097,"MCC Telephony",22,"2016-06-30","Upstream",1,1100,TRUE,FALSE
901098,"MCC Telephony",22,"2016-06-30","Upstream",1,1100,TRUE,FALSE
901100,"Northern Illinois",100,"2017-06-30","Upstream",1,0,TRUE,FALSE
901102,"AT&T",100,"2018-06-30","Upstream",1,1157.09,TRUE,FALSE
901104,"Mediacom",70,"2016-06-30","Internet",1,427.85,TRUE,FALSE
901105,"Comcast",811,"2016-06-30","Internet",1,5514.11,TRUE,FALSE
901106,"MCC Telephony",515,"2017-06-30","Internet",1,3700,TRUE,FALSE
901107,"Comcast",100,"2016-06-30","Internet",1,229.85,TRUE,FALSE
901108,"iTV-3, Inc.",100,"2016-06-30","Internet",1,649.95,TRUE,FALSE
901110,"Winstream",100,"2016-06-30","Internet",1,950,TRUE,FALSE
901111,"Illinois Century",200,"2016-06-30","Internet",0.87,1983.34,TRUE,FALSE
901111,"Charter",30,"2016-06-30","Internet",0.13,55,FALSE,FALSE
901112,"Metro Comm",200,"2017-06-30","Upstream",1,2350,TRUE,FALSE
901113,"Consolidated Comm",20,"2016-06-30","Internet",1,104.95,TRUE,FALSE
901117,"Comcast",100,"2020-06-30","Internet",1,2030,TRUE,FALSE
901119,"Delta Comm",100,"2019-06-30","Internet",1,1000,TRUE,FALSE
901120,"Delta Comm",100,"2017-06-30","Internet",1,1000,TRUE,FALSE
901121,"Comcast",1500,"2017-06-30","Internet",0.71,10143,TRUE,FALSE
901121,"AT&T",600,"2018-06-30","Upstream, Internet",0.29,6025,FALSE,FALSE
901123,"Delta Comm",50,"2018-06-30","Internet",0.5,1000,FALSE,FALSE
901123,"MCC Telephony",50,"2016-06-30","Internet",0.5,1000,FALSE,FALSE
901124,"CIRBN LLC",1.5,"2016-06-30","Internet",1,1342.01,TRUE,FALSE
901125,"Comcast",300,"2016-06-30","Internet",1,2300,TRUE,FALSE
901127,"MCC Telephony",50,"2016-06-30","Upstream",1,1500,TRUE,FALSE
901129,"Cogent",100,"2017-07-01","Internet",1,1507,TRUE,FALSE
901131,"Charter",100,"2017-06-30","Internet",1,230,TRUE,FALSE
901132,"Comcast",50,"2019-06-30","Internet",1,1995,TRUE,FALSE
901134,"Essex Telecom",20,"2017-06-30","Internet",1,629,TRUE,FALSE
901135,"CIRBN LLC",301,"2018-06-30","Internet",1,898.84,TRUE,FALSE
901136,"AT&T",500,"2017-06-30","Internet",0.5,4176.8,FALSE,FALSE
901136,"Comcast",500,"2018-06-30","Internet",0.5,2600,FALSE,FALSE
901137,"Cogent",300,"2016-06-30","Internet",0.38,2898.34,FALSE,FALSE
901137,"Comcast",300,"2016-06-30","Internet",0.38,1950,FALSE,FALSE
901137,"Sunesys, LLC",200,"2016-06-30","Internet",0.25,1000,FALSE,FALSE
901139,"Comcast",300,"2016-06-30","Internet",1,2091.85,TRUE,FALSE
901139,"AT&T",1.5,"2016-06-30","Upstream",0,246.35,FALSE,FALSE
901140,"Telecomm Mgmt",50,"2016-06-30","Internet",1,214.94,TRUE,FALSE
901141,"Delta Comm",210,"2018-06-30","Internet",1,1650,TRUE,FALSE
901142,"Comcast",25,"2019-06-30","Upstream",1,2185.17,TRUE,FALSE
901143,"RCN",50,"2018-06-30","Internet",1,95,TRUE,FALSE
901144,"AT&T",51.5,"2016-06-30","Internet",0.72,452.58,TRUE,FALSE
901144,"Salem Internet Inc",20,"2016-06-30","Internet",0.28,700,FALSE,FALSE
901145,"XO Comm Serv",1000,"2017-06-30","Internet",1,6077.5,TRUE,FALSE
901146,"AT&T",3,"2016-06-30","Internet",1,531.1,TRUE,FALSE
901147,"Illinois Fiber",100,"2016-06-30","Upstream",1,600,TRUE,FALSE
901148,"Mediacom",50,"2017-06-30","Internet",1,1200,TRUE,FALSE
901149,"Delta Comm",300,"2020-06-30","Internet",1,1400,TRUE,FALSE
901150,"AT&T",1000,"2016-10-11","Internet",0.87,2740,TRUE,FALSE
901150,"Comcast",150,"2016-06-30","Internet",0.13,641.7,FALSE,FALSE
901151,"AT&T",250,"2016-06-30","Internet",1,1750.45,TRUE,FALSE
901152,"Comcast",100,"2018-02-27","Internet",1,1972.41,TRUE,FALSE
901153,"Aero Computing, LTD.",100,"2016-06-30","Internet",1,3750,TRUE,FALSE
901154,"Comcast",200,"2018-06-30","Internet",1,2036.28,TRUE,FALSE
901155,"Comcast",20,"2018-06-30","Internet",1,1104.9,TRUE,FALSE
901157,"Frontier",40,"2016-06-30","Internet",1,949,TRUE,FALSE
901158,"Comcast",1000,"2020-06-30","Internet",1,3199.33,TRUE,FALSE
901159,"Charter",100,"2016-06-30","Internet",1,240,TRUE,FALSE
901160,"Delta Comm",100,"2016-09-12","Internet",1,1500,TRUE,FALSE
901162,"Aero Computing, LTD.",500,"2017-06-30","Internet",1,2875,TRUE,FALSE
901163,"Cogent",500,"2017-06-30","Internet",1,5516,TRUE,FALSE
901165,"Northern Illinois",300,"2017-07-01","Internet",1,1200,TRUE,FALSE
901166,"Comcast",1000,"2017-06-30","Internet",1,6079,TRUE,FALSE
901168,"Cambridge Tele",50,"2016-06-30","Internet",1,1595,TRUE,FALSE
901169,"Midwest Comm",10,"2017-06-30","Internet",1,1100,TRUE,FALSE
901170,"AT&T",20,"2017-06-30","Internet",1,964.99,TRUE,FALSE
901171,"AT&T",100,"2017-06-30","Internet",1,1650.45,TRUE,FALSE
901172,"Wabash Tele Coop",100,"2016-06-30","Internet",1,300,TRUE,FALSE
901173,"Geneseo",200,"2016-06-30","Internet",1,750,TRUE,FALSE
901174,"Northern Illinois",1000,"2018-06-30","Internet",0.91,2000,TRUE,FALSE
901174,"ISI Communications",100,"2016-06-30","Upstream",0.09,1830,FALSE,FALSE
901180,"Mediacom",8,"2016-06-30","Internet",1,800,TRUE,FALSE
901181,"Citizens Tel",40,"2020-07-01","Internet",1,1500,TRUE,FALSE
901184,"AT&T",1000,"2016-06-30","Internet",0.5,7970.73,FALSE,FALSE
901184,"Comcast",1000,"2017-06-30","Internet",0.5,4550,FALSE,FALSE
901186,"AT&T",1000,"2016-06-30","Internet",1,6221.48,TRUE,FALSE
901188,"AT&T",250,"2017-06-30","Internet",1,3432.1,TRUE,FALSE
901189,"Ed Net of America",300,"2021-06-30","Internet",1,2500,TRUE,FALSE
901190,"Comcast",200,"2017-06-30","Internet",1,3820.65,TRUE,FALSE
901191,"Citizens Tel",3,"2016-06-30","Internet",1,698,TRUE,FALSE
901194,"AT&T",1000,"2016-07-01","Internet",1,4120,TRUE,FALSE
901195,"Charter",40,"2016-06-30","Internet",1,184,TRUE,FALSE
901196,"Comcast",300,"2018-06-30","Internet",1,3760,TRUE,FALSE
901197,"Illinois Century",20,"2016-06-30","Internet",1,240,TRUE,FALSE
901200,"AT&T",270,"2016-02-28","Upstream, Internet",1,3051.99,TRUE,FALSE
901202,"Comcast",1200,"2018-06-30","Internet",1,11545,TRUE,FALSE
901203,"Delta Comm",200,"2020-06-30","Internet",0.97,1400,TRUE,FALSE
901203,"Frontier",7,"2016-06-30","Internet",0.03,89.99,FALSE,FALSE
901205,"Frontier",40,"2019-06-30","Internet",1,881.99,TRUE,FALSE
901209,"Adams NetWorks Inc",200,"2019-06-30","Internet",1,1500,TRUE,FALSE
901211,"Winstream",1000,"2018-06-30","Internet",1,3400,TRUE,FALSE
901215,"Mediacom",50,"2016-06-30","Internet",1,260.52,TRUE,FALSE
901218,"Frontier",15,"2016-06-30","Internet",1,1000,TRUE,FALSE
901220,"Shawnee Tele",50,NA,"Internet",1,0,TRUE,FALSE
901221,"Comcast",250,"2016-06-30","Upstream, Internet",1,5227,TRUE,FALSE
901222,"Delta Comm",100,"2018-06-30","Upstream",1,1100,TRUE,FALSE
901225,"Access2Go, Inc.",200,"2016-06-30","Internet",0.91,2790,TRUE,FALSE
901225,"MCC Telephony",20,"2016-06-30","Internet",0.09,274,FALSE,FALSE
901226,"Charter",300,"2016-06-30","Internet",1,3330,TRUE,FALSE
901230,"CenturyLink",1200,"2016-06-30","Internet",1,7992.75,TRUE,FALSE
901231,"Comcast",1000,"2019-06-30","Internet",1,7269.57,TRUE,FALSE
901232,"AT&T",100,"2016-06-30","Internet",1,2926.5,TRUE,FALSE
901238,"Charter",1.5,"2016-06-30","Internet",1,99.99,TRUE,FALSE
901240,"AT&T",500,"2018-06-30","Internet",0.38,2978.75,FALSE,FALSE
901240,"Illinois Century",500,"2016-06-30","Internet",0.38,2500,FALSE,FALSE
901240,"Comcast",300,"2016-06-30","Internet",0.23,559.7,FALSE,FALSE
901243,"Telecomm Mgmt",200,"2016-06-30","Internet",0.93,704.666666666667,TRUE,FALSE
901243,"Citizens Tel",15,"2016-06-30","Internet",0.07,1276.08,FALSE,FALSE
901244,"Comcast",100,"2019-03-26","Upstream",0.5,1175,FALSE,FALSE
901244,"Illinois Century",100,"2016-06-30","Internet",0.5,600,FALSE,FALSE
901249,"Comcast",200,"2016-06-30","Internet",1,232.85,TRUE,FALSE
901250,"Comcast",200,"2018-06-30","Internet",1,2891.86,TRUE,FALSE
901252,"Comcast",50,"2016-06-30","Internet",1,908.29,TRUE,FALSE
901253,"Comcast",300,"2019-06-30","Internet",1,5439.32,TRUE,FALSE
901255,"Illinois Fiber",200,"2019-06-30","Upstream",0.98,600,TRUE,FALSE
901255,"Frontier",3,"2016-06-30","Internet",0.01,1414,FALSE,FALSE
901255,"AT&T",1.5,"2016-04-01","Upstream",0.01,156,FALSE,FALSE
901256,"New Wave Network LLC",100,"2016-06-30","Upstream",0.62,2150,TRUE,FALSE
901256,"Metro Comm",50,"2020-06-30","Internet",0.31,350,FALSE,FALSE
901256,"Frontier",8.5,"2016-06-30","Internet",0.05,483,FALSE,FALSE
901256,"AT&T",1.5,"2016-06-30","Internet",0.01,43.4,FALSE,FALSE
901260,"Comcast",1500,"2019-06-30","Internet",1,11897,TRUE,FALSE
901261,"Metro Comm",30,"2019-06-30","Upstream",1,1575,TRUE,FALSE
901262,"Glasford Tele",100,"2016-06-30","Internet",1,900,TRUE,FALSE
901267,"Illinois Century",200,"2016-06-30","Internet",1,1350,TRUE,FALSE
901268,"Delta Comm",50,"2018-02-23","Internet",1,787.5,TRUE,FALSE
901270,"Illinois Century",1000,"2016-06-30","Internet",1,719,TRUE,FALSE
901271,"Lightspeed Telecomm",50,"2016-06-30","Internet",1,400,TRUE,FALSE
901275,"Delta Comm",45,"2016-06-30","Internet",1,300,TRUE,FALSE
901276,"Telecomm Mgmt",100,"2018-06-30","Internet",0.97,2250,TRUE,FALSE
901276,"Peoples State Bank",3,"2016-06-30","Internet",0.03,75,FALSE,FALSE
901277,"Grafton Technologies",250,"2016-06-30","Internet",1,2451,TRUE,FALSE
901278,"Comcast",100,"2018-06-28","Internet",0.5,2250,FALSE,FALSE
901278,"Frontier",100,"2017-06-30","Internet",0.5,1565.55,FALSE,FALSE
901279,"Delta Comm",110,"2016-06-30","Internet",0.92,1400,TRUE,FALSE
901279,"Frontier",10,"2017-06-30","Internet",0.08,500,FALSE,FALSE
901283,"Delta Comm",100,"2020-06-30","Internet",1,750,TRUE,FALSE
901284,"Comcast",1030,"2016-06-30","Internet",1,7303.1,TRUE,FALSE
901286,"Mediacom",10,"2016-06-30","Internet",1,115.9,TRUE,FALSE
901287,"Call One Inc",250,"2020-06-30","Internet",1,1905.2,TRUE,FALSE
901289,"Wisper ISP Inc.",20,"2016-06-30","Internet",1,500,TRUE,FALSE
901290,"Comcast",100,"2017-06-30","Internet",1,2990,TRUE,FALSE
901293,"Comcast",1000,"2019-06-30","Internet",0.8,2334.66,TRUE,FALSE
901293,"AT&T",251.544,"2016-06-30","Internet",0.2,4136.17,FALSE,FALSE
901294,"Illinois Fiber",30,"2018-05-31","Internet",1,600,TRUE,FALSE
901295,"Frontier",200,"2016-06-30","Internet",0.67,679.27,TRUE,FALSE
901295,"Northern Illinois",100,"2016-06-30","Internet",0.33,1000,FALSE,FALSE
901297,"Northern Illinois",200,"2017-06-30","Internet",1,1300,TRUE,FALSE
901299,"Comcast",100,"2016-06-30","Internet",1,1578,TRUE,FALSE
901300,"Comcast",100,"2018-06-28","Internet",1,1500,TRUE,FALSE
901301,"Comcast",200,"2016-06-30","Internet",1,3450,TRUE,FALSE
901303,"Comcast",75,"2016-06-30","Internet",1,142,TRUE,FALSE
901308,"Frontier",1.5,"2016-06-30","Internet",1,160,TRUE,FALSE
901309,"Single Path LLC",100,"2016-06-30","Internet",1,2568.84,TRUE,FALSE
901314,"Comcast",900,"2016-06-30","Internet",0.9,6694.65,TRUE,FALSE
901314,"Vinakom Comm",100,"2016-06-30","Internet",0.1,2330,FALSE,FALSE
901316,"Comcast",300,"2017-06-30","Internet",0.38,3145,FALSE,FALSE
901316,"AT&T",250,"2016-06-30","Internet",0.31,3432.1,FALSE,FALSE
901316,"Illinois Century",250,"2016-06-30","Internet",0.31,1375,FALSE,FALSE
901317,"AT&T",250,"2018-06-30","Internet",1,1732,TRUE,FALSE
901323,"Illinois Century",100,"2016-06-30","Internet",1,600,TRUE,FALSE
901324,"Illinois Century",100,"2016-06-30","Internet",1,1267,TRUE,FALSE
901325,"Charter",100,"2016-06-30","Internet",0.99,200,TRUE,FALSE
901325,"AT&T",1.5,"2016-06-30","Internet",0.01,212.31,FALSE,FALSE
901326,"Illinois Fiber",400,"2018-06-01","Upstream",1,600,TRUE,FALSE
901330,"Cogent",500,"2018-06-30","Internet",1,3028,TRUE,FALSE
901331,"Northern Illinois",100,"2017-06-30","Internet",1,400,TRUE,FALSE
901332,"CIRBN LLC",448,"2018-06-30","Internet",1,864.64,TRUE,FALSE
901333,"CIRBN LLC",362,"2016-06-30","Internet",1,1198.74,TRUE,FALSE
901338,"Adams NetWorks Inc",200,"2018-06-30","Internet",1,2000,TRUE,FALSE
901339,"Comcast",300,"2018-06-30","Internet",1,3484.28,TRUE,FALSE
901341,"Comcast",1000,"2016-06-30","Internet",1,5598.66666666667,TRUE,FALSE
901343,"Northern Illinois",100,"2019-03-01","Internet",1,583.33,TRUE,FALSE
901344,"AT&T",40,"2016-06-30","Internet",1,2040.3,TRUE,FALSE
901346,"Illinois Century",50,"2016-06-30","Internet",1,536.33,TRUE,FALSE
901347,"Comcast",100,"2016-06-30","Internet",1,75.4,TRUE,FALSE
901348,"Comcast",100,"2016-06-30","Internet",1,1330,TRUE,FALSE
901349,"Comcast",500,"2018-06-30","Internet",1,4151.22,TRUE,FALSE
901350,"Comcast",300,"2019-03-24","Internet",1,4550,TRUE,FALSE
901351,"Cogent",350,"2016-07-03","Internet",1,4650,TRUE,FALSE
901353,"Clearsky Systems",20,"2016-11-22","Internet",1,500,TRUE,FALSE
901354,"AT&T",100,"2016-06-30","Upstream",1,1510.27,TRUE,FALSE
901356,"Illinois Century",200,"2016-06-30","Internet",1,1350,TRUE,FALSE
901360,"AT&T",1550,"2016-02-16","Internet",0.84,9133.82,TRUE,FALSE
901360,"Comcast",300,"2016-06-30","Internet",0.16,1169.7,FALSE,FALSE
901363,"Essex Telecom",50,"2017-06-30","Internet",1,1100,TRUE,FALSE
901370,"MTC Comm",305,"2016-06-30","Internet",1,1662.95,TRUE,FALSE
901372,"Winstream",100,"2019-03-26","Internet",1,1847.28,TRUE,FALSE
901376,"Comcast",100,"2018-06-30","Internet",1,1162.25,TRUE,FALSE
901377,"CIRBN LLC",250,"2016-06-30","Internet",1,650,TRUE,FALSE
901378,"AT&T",1000,"2016-06-30","Internet",0.8,11201.45,TRUE,FALSE
901378,"Windstream",250,"2016-06-30","Internet",0.2,4200,FALSE,FALSE
901383,"AT&T",500,"2017-03-11","Internet",0.5,4121.6,FALSE,FALSE
901383,"Sidera Networks, LLC",500,"2018-07-10","Internet",0.5,1350,FALSE,FALSE
901387,"Northern Illinois",1000,"2017-06-30","Internet",1,2000,TRUE,FALSE
901388,"AT&T",1250,"2018-06-30","Internet",0.93,575,TRUE,FALSE
901388,"Charter",100,"2016-06-30","Internet",0.07,279.99,FALSE,FALSE
901390,"Delta Comm",50,"2016-06-30","Internet",1,500,TRUE,FALSE
901392,"AT&T",2000,"2016-06-30","Internet",1,16803.07,TRUE,FALSE
901394,"Comcast",500,"2018-06-30","Internet",1,1603.28,TRUE,FALSE
901395,"Illinois Century",125,"2016-06-30","Internet",1,700,TRUE,FALSE
901397,"Mediacom",50,"2016-06-30","Internet",1,617.6,TRUE,FALSE
901398,"Charter",500,"2017-06-30","Internet",0.83,3450,TRUE,FALSE
901398,"Illinois Century",100,"2016-06-30","Internet",0.17,241.48,FALSE,FALSE
901400,"AT&T",1000,"2018-06-30","Upstream",1,3987.91,TRUE,FALSE
901403,"AT&T",1000,"2016-06-30","Internet",1,7392.63,TRUE,FALSE
901404,"Comcast",30,"2016-02-13","Internet",1,134.9,TRUE,FALSE
901405,"AT&T",1.5,"2016-06-30","Internet",1,122.1,TRUE,FALSE
901408,"Comcast",600,"2018-06-30","Internet",1,0,TRUE,FALSE
901410,"Comcast",300,"2017-06-30","Internet",1,4612.5,TRUE,FALSE
901411,"Adams NetWorks Inc",250,"2018-06-30","Internet",1,2500,TRUE,FALSE
901413,"Illinois Fiber",1000,"2019-06-30","Upstream",1,600,TRUE,FALSE
901415,"Frontier",30,"2019-06-30","Internet",1,1606.44,TRUE,FALSE
901417,"Metamora Tele",20,"2016-06-30","Internet",1,880,TRUE,FALSE
901418,"MTCO Communications",100,"2016-06-30","Internet",1,2534.95,TRUE,FALSE
901420,"Comcast",200,"2018-06-30","Internet",1,2214.15,TRUE,FALSE
901424,"Delta Comm",100,"2018-01-22","Internet",1,750,TRUE,FALSE
901425,"Charter",300,"2016-06-30","Internet",1,800,TRUE,FALSE
901427,"Illinois Fiber",30,"2016-06-30","Upstream",1,600,TRUE,FALSE
901429,"Comcast",400,"2017-06-30","Internet",0.89,1889.8,TRUE,FALSE
901429,"AT&T",50,"2017-06-30","Internet",0.11,1201.21,FALSE,FALSE
901430,"Comcast",316,"2016-06-30","Internet",0.76,2154.06666666667,TRUE,FALSE
901430,"AT&T",100,"2016-06-30","Internet",0.24,3610.845,FALSE,FALSE
901431,"Comcast",1000,"2019-06-30","Internet",0.95,7244.63,TRUE,FALSE
901431,"Illinois Century",50,"2016-06-30","Internet",0.05,575,FALSE,FALSE
901434,"AT&T",75,"2018-06-30","Internet",0.5,1215,FALSE,FALSE
901434,"MCC Telephony",75,"2018-06-30","Internet",0.5,1200,FALSE,FALSE
901435,"Comcast",50,"2016-06-30","Internet",1,223,TRUE,FALSE
901436,"Metro Comm",250,"2016-06-30","Internet",0.83,2250,TRUE,FALSE
901436,"MCC Telephony",50,"2016-06-30","Internet",0.17,315.9,FALSE,FALSE
901437,"Illinois Fiber",1000,"2018-05-01","Upstream",1,600,TRUE,FALSE
901437,"AT&T",1.5,"2017-02-26","Internet",0,112.5,FALSE,FALSE
901438,"AT&T",250,"2018-06-30","Upstream",1,1150,TRUE,FALSE
901440,"Comcast",150,"2019-06-30","Internet",1,1700,TRUE,FALSE
901441,"Illinois Fiber",100,"2017-06-30","Internet",0.83,600,TRUE,FALSE
901441,"Citizens Tel",20,"2016-06-30","Internet",0.17,1440,FALSE,FALSE
901444,"iTV-3, Inc.",200,"2016-06-30","Internet",1,1755.7,TRUE,FALSE
901445,"AT&T",200,"2017-06-30","Internet",0.67,1894.4,TRUE,FALSE
901445,"Illinois Century",100,"2016-06-30","Internet",0.33,1016.67,FALSE,FALSE
901447,"Comcast",300,"2020-06-30","Internet",1,2550,TRUE,FALSE
901448,"AT&T",6000,"2017-06-30","Internet",0.75,3714,TRUE,FALSE
901448,"Illinois Century",2000,"2016-06-30","Internet",0.25,9000,FALSE,FALSE
901449,"Mediacom",4.5,"2016-06-30","Internet",1,2200,TRUE,FALSE
901450,"Illinois Century",30,"2016-06-30","Internet",1,610,TRUE,FALSE
901452,"AT&T",500,"2017-06-30","Internet",1,5098,TRUE,FALSE
901455,"Delta Comm",750,"2018-06-30","Internet",1,3840,TRUE,FALSE
901457,"Delta Comm",200,"2016-06-30","Internet",0.99,1000,TRUE,FALSE
901457,"AT&T",1.5,"2016-06-30","Internet",0.01,108.32,FALSE,FALSE
901459,"Comcast",100,"2018-06-30","Internet",1,2495,TRUE,FALSE
901462,"Comcast",350,"2016-06-30","Internet",0.64,3516.17,TRUE,FALSE
901462,"AT&T",200,"2016-06-30","Internet",0.36,1400.94,FALSE,FALSE
901464,"AT&T",200,"2016-06-30","Internet",1,1891.4,TRUE,FALSE
901465,"Frontier",1000,"2016-06-30","Internet",0.67,6000,TRUE,FALSE
901465,"MCC Telephony",500,"2018-06-30","Internet",0.33,1500,FALSE,FALSE
901466,"Comcast",1000,"2018-06-30","Internet",0.67,4875,TRUE,FALSE
901466,"AT&T",500,"2018-06-30","Internet",0.33,5707,FALSE,FALSE
901467,"Delta Comm",100,"2016-06-30","Internet",1,800,TRUE,FALSE
901470,"Delta Comm",100,"2020-06-30","Internet",1,750,TRUE,FALSE
901471,"Mediacom",50,"2016-06-30","Internet",1,500,TRUE,FALSE
901473,"Illinois Century",50,"2016-06-30","Internet",1,700,TRUE,FALSE
901476,"Delta Comm",200,"2020-06-30","Internet",1,1000,TRUE,FALSE
901477,"Mediacom",50,"2016-06-30","Internet",1,2200,TRUE,FALSE
901478,"Delta Comm",20,"2016-06-30","Internet",1,300,TRUE,FALSE
901479,"Comcast",500,"2018-06-30","Internet",1,2178.62,TRUE,FALSE
901481,"Delta Comm",50,"2016-06-30","Internet",1,400,TRUE,FALSE
901482,"Comcast",1000,"2017-06-30","Internet",1,5640,TRUE,FALSE
901484,"SLD Interim",30,"2016-06-30","Internet",1,300,TRUE,FALSE
901485,"Comcast",100,"2017-06-30","Internet",1,2245.5,TRUE,FALSE
901487,"Telecomm Mgmt",50,"2017-06-30","Internet",0.77,199.99,TRUE,FALSE
901487,"IL Consolidated",15,"2016-06-30","Upstream",0.23,594,FALSE,FALSE
901489,"Comcast",300,"2016-06-30","Internet",1,565.7,TRUE,FALSE
901490,"MNW Telecom, Inc",200,"2018-03-05","Internet",1,3900,TRUE,FALSE
901491,"Wabash Tele Coop",100,"2016-06-30","Internet",1,150,TRUE,FALSE
901492,"Comcast",19300,"2018-06-30","Internet",1,8401.66,TRUE,FALSE
901493,"Illimois Central",50,"2016-06-30","Upstream",1,125,TRUE,FALSE
901498,"Comcast",90,"2016-06-30","Internet",0.97,200,TRUE,FALSE
901498,"Illinois Century",3,"2016-06-30","Internet",0.03,300,FALSE,FALSE
901499,"Access2Go, Inc.",300,"2016-06-30","Internet",0.86,2300,TRUE,FALSE
901499,"Comcast",50,"2016-06-30","Internet",0.14,360,FALSE,FALSE
901501,"Comcast",1150,"2016-06-30","Internet",1,4262.9,TRUE,FALSE
901502,"AT&T",1020,"2017-02-20","Upstream, Internet",1,4988.65,TRUE,FALSE
901503,"Comcast",1000,"2017-06-30","Internet",1,0,TRUE,FALSE
901504,"Comcast",1000,"2018-06-30","Internet",0.85,3300,TRUE,FALSE
901504,"AT&T",180,"2017-06-30","Upstream, Internet",0.15,2088.92,FALSE,FALSE
901505,"Delta Comm",100,"2020-02-04","Internet",1,350,TRUE,FALSE
901506,"Consolidated Comm",20,"2016-06-30","Internet",1,1045.94,TRUE,FALSE
901507,"Illinois Century",50,"2016-06-30","Internet",0.5,450,FALSE,FALSE
901507,"MCC Telephony",50,"2016-06-30","Internet",0.5,1400,FALSE,FALSE
901509,"Illinois Fiber",2000,"2018-08-01","Upstream",1,1200,TRUE,FALSE
901512,"Illinois Century",100,"2016-06-30","Internet",1,600,TRUE,FALSE
901514,"CIRBN LLC",400,"2016-06-30","Internet",1,575.05,TRUE,FALSE
901515,"Oneida",10,"2016-06-30","Internet",1,1200,TRUE,FALSE
901516,"Illinois Fiber",100,"2017-06-30","Internet",1,400,TRUE,FALSE
901518,"Mediacom",100,"2019-12-10","Internet",1,975,TRUE,FALSE
901519,"Comcast",100,"2016-06-30","Internet",0.67,1800,TRUE,FALSE
