trigram,count
"('without', 'extension', 'requested')",4
"('179905760', '003', 'modified')",4
"('“total', 'number', 'students')",4
"('contract', 'extended', 'without')",4
"('eligibility', 'could', 'determined')",4
"('17006424', '17006425', '17006426')",4
"('17006383', '17006384', '17006385')",4
"('6', '30', '2018')",4
"('6', '30', '2019')",4
"('471', 'application', 'certified')",4
"('requested', 'since', 'failed')",4
"('contact', 'information', 'fcc')",4
"('determined', 'dr2', 'applicant')",4
"('category', 'two', 'budget')",4
"('mo', 'remove', 'ineligible')",4
"('17006428', '17006429', '17006430')",4
"('1699100956', '003', 'includes')",4
"('sufficient', 'documentation', 'determine')",4
"('day', 'response', 'period')",4
"('17006304', '17006305', '17006306')",4
"('eligible', 'apply', 'e')",4
"('17006375', '17006378', '17006379')",4
"('services', 'heavily', 'weighted')",4
"('dr1', 'based', 'supporting')",4
"('category', 'two', 'eligibility')",4
"('determine', 'whether', 'following')",4
"('17006305', '17006306', '17006307')",4
"('17006306', '17006307', '17006309')",4
"('documentation', 'mr2', 'lines')",4
"('factor', 'considered', 'since')",4
"('switched', 'multimegabit', 'data')",4
"('17006429', '17006430', '17006431')",4
"('17006374', '17006375', '17006378')",4
"('offering', 'bids', 'received')",4
"('1699100956', '002', 'includes')",4
"('16082813', '17006787', 'decreased')",4
"('cell', 'data', 'ineligible')",4
"('days', 'posting', 'fcc')",4
"('dr2', 'description', 'products')",4
"('speed', 'dedicated', 'connection')",4
"('isdn', 'pri', 'service')",4
"('17006381', '17006382', '17006383')",4
"('17006303', '17006304', '17006305')",4
"('vendor', 'documentation', 'duplicate')",4
"('funding', 'requests', 'school')",4
"('41', 'per', 'month')",4
"('2', '800', '00')",4
"('frn', 'form', '470')",4
"('17006380', '17006381', '17006382')",4
"('17006295', '17006296', '17006299')",4
"('contains', 'following', 'services')",4
"('17006388', '17006390', '17006391')",4
"('school', 'enrollment', 'policy')",4
"('17006379', '17006380', '17006381')",4
"('frn', 'entity', '16085064')",4
"('dr2', 'contract', 'legally')",4
"('determined', 'request', 'mobile')",4
"('17006378', '17006379', '17006380')",4
"('includes', 'request', 'video')",4
"('17006296', '17006299', '17006303')",4
"('17006298', '17008909', '17007194')",4
"('time', 'students', 'used')",4
"('17006427', '17006428', '17006429')",4
"('result', 'usac', 'could')",4
"('024', '98', 'per')",4
"('470', 'leased', 'lit')",4
"('17006299', '17006303', '17006304')",4
"('16085064', '16082813', '17006787')",4
"('1699100956', '004', 'includes')",4
"('17009994', 'meet', 'statutory')",4
"('frn', 'modified', '4')",4
"('17006420', '17006422', '17006423')",4
"('voice', 'frn', 'pots')",4
"('bristol', 'campus', 'denied')",4
"('full', 'part', 'time”')",4
"('calculation', 'correct', 'therefore')",4
"('frns', 'application', 'parent')",4
"('17006414', '17006415', '17006417')",4
"('support', 'requested', 'services')",4
"('dr2', 'applicant', 'failed')",4
"('distance', 'service', 'isdn')",4
"('cellular', 'voip', 'services')",4
"('time', 'part', 'time')",4
"('period', 'date', 'posting')",4
"('technical', 'contact', 'information')",4
"('correct', 'therefore', '“total')",4
"('two', 'eligibility', 'could')",4
"('2018', 'agree', 'documentation')",4
"('lines', 'services', 'requested')",4
"('17006394', '17006396', '17006398')",4
"('month', 'month', 'mtm')",4
"('1', 'line', '50')",4
"('documentation', 'cellular', 'voice')",4
"('utilized', 'campus', 'ineligible')",4
"('part', 'time', 'students')",4
"('part', 'time”', 'entities')",4
"('fy2017', 'form', '470')",4
"('rico', 'public', 'schools')",4
"('bill', 'local', 'long')",4
"('17006391', '17006394', '17006396')",4
"('number', 'full', 'time')",4
"('bids', 'therefore', 'frn')",4
"('utilization', 'internet', 'access')",4
"('vendor', 'documentation', 'demonstrate')",4
"('bristol', 'campus', 'recognized')",4
"('therefore', '“total', 'number')",4
"('full', 'time', 'part')",4
"('mr2', 'lines', 'frn')",4
"('17006412', '17006413', '17006414')",4
"('17006398', '17006402', '17006403')",4
"('buses', 'ineligible', 'use')",4
"('monthly', 'requested', 'amount')",4
"('failed', 'respond', 'within')",4
"('213', '20', 'month')",4
"('must', 'select', 'cost')",4
"('failure', 'provide', 'rfp')",4
"('relative', 'implementation', 'utilization')",4
"('17006413', '17006414', '17006415')",4
"('05', 'per', 'month')",4
"('extension', 'requested', 'referenced')",4
"('distance', 'phone', 'services')",4
"('relationship', 'requested', 'parent')",4
"('effective', 'offering', 'bids')",4
"('budget', 'calculation', 'correct')",4
"('item', 'bill', 'local')",4
"('time', 'frame', 'frn')",4
"('parent', 'entity', '16049993')",4
"('solicit', 'bids', 'therefore')",4
"('period', 'request', 'vendor')",4
"('rfp', 'applicable', 'violation')",4
"('17006396', '17006398', '17006402')",4
"('mr3', 'amount', 'funding')",4
"('month', '154', '213')",4
"('failed', 'provide', 'requested')",4
"('extended', 'without', 'extension')",4
"('470', 'usac’s', 'website')",4
"('two', 'budget', 'calculation')",4
"('since', 'category', 'two')",4
"('17006422', '17006423', '17006424')",4
"('13', '2004', 'mr1')",4
"('maintenance', 'operations', 'associated')",4
"('470', 'certified', 'created')",4
"('17006402', '17006403', '17006405')",4
"('cost', 'allocation', 'ineligible')",4
"('whether', 'following', 'entities')",4
"('maintenance', 'operation', 'listed')",4
"('17006410', '17006411', '17006412')",4
"('520', '00', 'agree')",4
"('436', '40', 'month')",4
"('vendor', 'selection', 'fcc')",4
"('17006419', '17006420', '17006422')",4
"('470', 'rfp', 'applicable')",4
"('effectiveness', 'funding', 'requests')",4
"('internet', 'service', 'provider')",4
"('campus', 'denied', 'since')",4
"('campus', 'ineligible', 'use')",4
"('139', '436', '40')",4
"('requested', 'number', 'full')",4
"('number', 'phone', 'lines')",4
"('documentation', 'determine', 'whether')",4
"('used', 'entity’s', 'category')",4
"('number', 'students', 'full')",4
"('specifically', 'asked', 'provide')",4
"('17006390', '17006391', '17006394')",4
"('process', 'frn', 'denied')",4
"('requested', 'parent', 'entity')",4
"('frn', 'modified', '5')",4
"('1', 'line', '32')",4
"('inc', 'dr2', 'frn')",4
"('17006417', '17006419', '17006420')",4
"('17006403', '17006405', '17006406')",4
"('prior', 'expiration', '28')",4
"('request', 'frn', '1699143853')",4
"('certified', 'prior', 'expiration')",4
"('120', '00', 'per')",4
"('multimegabit', 'data', 'service')",4
"('cost', 'effectiveness', 'funding')",4
"('caller', 'id', 'bus')",4
"('vendor', 'documentation', 'validate')",4
"('data', 'service', 'ineligible')",4
"('frn', 'pots', 'isdn')",4
"('within', 'frn', '17006295')",4
"('mr1', 'frn', '179905760')",4
"('dr2', 'based', 'documentation')",4
"('expiration', '28', 'day')",4
"('2', '500', 'per')",4
"('policy', 'information', 'relative')",4
"('50', 'lines', 'agree')",4
"('17006415', '17006417', '17006419')",4
"('28', 'days', 'posting')",4
"('dr1', 'price', 'eligible')",4
"('rfp', 'used', 'solicit')",4
"('requested', 'information', 'within')",4
"('17006411', '17006412', '17006413')",4
"('1', '120', '00')",4
"('500', 'per', 'month')",4
"('number', 'lines', 'services')",4
"('rfp', 'uploaded', 'thus')",4
"('requested', 'leased', 'dark')",4
"('documentation', 'demonstrate', 'cost')",4
"('item', 'fy2017', 'form')",4
"('used', 'solicit', 'bids')",4
"('037', '64', 'per')",4
"('1699114657', 'maintenance', 'operation')",4
"('following', 'entities', '16085064')",4
"('17006336', '17006337', '17006338')",4
"('demonstrates', 'price', 'eligible')",4
"('001', 'includes', 'request')",4
"('verify', 'requested', 'number')",4
"('item', 'voice', 'services')",4
"('17006335', '17006336', '17006337')",4
"('17006333', '17006335', '17006336')",4
"('96', 'month', '1')",4
"('service', 'additional', 'listing')",4
"('operation', 'listed', 'frn')",4
"('products', 'services', 'heavily')",4
"('item', 'voice', 'frn')",4
"('form', '470', 'certified')",4
"('17006358', '17006359', '17006360')",4
"('17006359', '17006360', '17006361')",4
"('amp', 'amp', 'data')",4
"('service', 'caller', 'id')",4
"('upload', 'speed', 'dedicated')",4
"('selection', 'process', 'required')",4
"('count', 'frn', 'line')",4
"('entities', '16085064', '16082813')",4
"('pots', 'isdn', 'cellular')",4
"('compliance', 'review', 'without')",4
"('vendor', 'document', 'support')",4
"('uploaded', 'thus', 'made')",4
"('17007194', 'eligible', 'assistance')",4
"('modified', '139', '436')",4
"('frn', '1699143853', 'denied')",4
"('16075783', 'meet', 'statutory')",4
"('absent', 'extenuating', 'circumstances')",4
"('entities', '16051175', '160511176')",4
"('17006357', '17006358', '17006359')",4
"('phone', 'lines', 'frn')",4
"('17006787', 'decreased', '0')",4
"('legal', 'entities', 'state')",4
"('entity’s', 'category', 'two')",4
"('17006360', '17006361', '17006362')",4
"('17006332', '17006333', '17006335')",4
"('amp', 'amp', 'operations')",4
"('item', 'selective', 'review')",4
"('website', 'thus', 'violating')",4
"('17006362', '17006364', '17006365')",4
"('duplicate', 'frns', 'application')",4
"('021', '64', 'per')",4
"('provide', 'requested', 'information')",4
"('provide', 'rfp', 'used')",4
"('toll', 'rest', 'w')",4
"('17006326', '17006327', '17006329')",4
"('heavily', 'weighted', 'factor')",4
"('following', 'item', 'verification')",4
"('children', 'entities', '16051175')",4
"('17006325', '17006326', '17006327')",4
"('demonstrate', 'cost', 'effectiveness')",4
"('88', 'service', 'provider')",4
"('provide', 'information', 'vendor')",4
"('within', 'allotted', 'time')",4
"('17006361', '17006362', '17006364')",4
"('17006331', '17006332', '17006333')",4
"('original', 'frn', 'dark')",4
"('time”', 'entities', '16085064')",4
"('information', 'request', 'specifically')",4
"('recognized', 'separate', 'legal')",4
"('could', 'verify', 'requested')",4
"('17006307', '17006309', '17006310')",4
"('enrollment', 'policy', 'information')",4
"('17006327', '17006329', '17006330')",4
"('within', '15', 'day')",4
"('17006330', '17006331', '17006332')",4
"('17006329', '17006330', '17006331')",4
"('denied', 'since', 'category')",4
"('could', 'determined', 'dr2')",4
"('separate', 'legal', 'entities')",4
"('1', '024', '96')",4
"('information', 'request', 'determine')",4
"('year', 'dr3', 'applicant')",4
"('frn', '1699100956', '004')",4
"('frn', '16059742', '16059745')",4
"('indicates', 'contract', 'extended')",4
"('frame', 'frn', 'must')",4
"('information', 'relative', 'implementation')",4
"('denied', 'dr2', 'winning')",4
"('commonwealth', 'puerto', 'rico')",4
"('003', 'includes', 'request')",4
"('mr3', 'frn', 'modified')",4
"('16071184', 'result', 'requested')",4
"('003', 'modified', '1')",4
"('004', 'includes', 'request')",4
"('agency', 'inc', 'dr2')",4
"('frn', '1699100956', '001')",4
"('frn', '1699100956', '002')",4
"('16051175', '160511176', '16083172')",4
"('frn', '16075783', 'meet')",4
"('administrator', 'information', 'request')",4
"('usac’s', 'website', 'thus')",4
"('entity', '16085064', 'wytheville')",4
"('entity', '16049993', 'requested')",4
"('documentation', 'support', 'charges')",4
"('16059742', '16059745', '17009994')",4
"('denied', 'failure', 'provide')",4
"('laws', 'result', 'usac')",4
"('voip', 'services', 'dsl')",4
"('17006349', '17006350', '17006351')",4
"('17006406', '17006408', '17006409')",4
"('entities', 'state', 'laws')",4
"('16059745', '17009994', 'meet')",4
"('request', 'vendor', 'documentation')",4
"('counts', 'ben', '16071184')",4
"('17006350', '17006351', '17006352')",4
"('puerto', 'rico', 'public')",4
"('frn', '1699100956', '003')",4
"('32', 'lines', 'agree')",4
"('access', '2', '500')",4
"('w', '800', 'access')",4
"('operational', 'spin', 'changes')",4
"('form', '471', 'indicated')",4
"('requirement', 'frn', 'denied')",4
"('17006353', '17006354', '17006356')",4
"('17006354', '17006356', '17006357')",4
"('lease', 'request', 'frn')",4
"('17006341', '17006342', '17006349')",4
"('frn', '1699114657', 'maintenance')",4
"('17006356', '17006357', '17006358')",4
"('17006340', '17006341', '17006342')",4
"('17006338', '17006340', '17006341')",4
"('phone', 'lines', 'agree')",4
"('entities', '16085064', 'wytheville')",4
"('17006337', '17006338', '17006340')",4
"('dsl', 'internet', 'frn')",4
"('year', 'mr1', 'new')",4
"('allotted', 'time', 'frame')",4
"('usac', 'could', 'verify')",4
"('air', 'cards', 'eligible')",4
"('17006351', '17006352', '17006353')",4
"('17006352', '17006353', '17006354')",4
"('state', 'laws', 'result')",4
"('denied', 'dr2', 'description')",4
"('denied', 'mr1', 'contract')",4
"('17006342', '17006349', '17006350')",4
"('16049993', 'requested', 'children')",4
"('17006408', '17006409', '17006410')",4
"('mobile', 'share', 'value')",4
"('004', 'modified', '1')",4
"('request', 'specifically', 'asked')",4
"('allocation', 'ineligible', 'data')",4
"('access', 'requested', 'since')",4
"('denied', 'dr2', 'based')",4
"('mr1', 'quantity', 'frn')",4
"('demonstrate', 'requested', 'leased')",4
"('respond', 'within', '15')",4
"('17006431', '17006433', '17006434')",4
"('line', '50', 'lines')",4
"('17006365', '17006366', '17006369')",4
"('800', 'access', 'allowed')",4
"('students', 'used', 'entity’s')",4
"('identical', 'contract', 'indicates')",4
"('17006310', '17006311', '17006314')",4
"('17006317', '17006319', '17006322')",4
"('request', 'campus', 'usage')",4
"('808', '36', 'per')",4
"('violating', 'program', 'rules')",4
"('students', 'full', 'part')",4
"('line', '5', 'lines')",4
"('requests', 'school', 'enrollment')",4
"('40', 'month', '154')",4
"('17006319', '17006322', '17006323')",4
"('criteria', 'vendor', 'evaluation')",4
"('three', 'times', 'greater')",4
"('thus', 'violating', 'program')",4
"('following', 'item', 'bill')",4
"('17006309', '17006310', '17006311')",4
"('frn', '179905760', '004')",4
"('days', 'therefore', 'frn')",4
"('1', '037', '64')",4
"('line', 'count', 'modified')",4
"('frn', '179905760', '003')",4
"('17006433', '17006434', '17006298')",4
"('within', 'frn', '16059742')",4
"('17006371', '17006374', '17006375')",4
"('asked', 'provide', 'information')",4
"('17006315', '17006317', '17006319')",4
"('17006369', '17006371', '17006374')",4
"('decreased', '0', 'frn')",4
"('response', 'period', 'request')",4
"('17006430', '17006431', '17006433')",4
"('considered', 'since', 'meet')",4
"('provided', 'demonstrates', 'price')",4
"('following', 'item', 'fiber')",4
"('application', 'certified', 'prior')",4
"('internet', 'access', 'requested')",4
"('following', 'item', 'fy2017')",4
"('requested', 'children', 'entities')",4
"('15', 'day', 'response')",4
"('request', 'cellular', 'services')",4
"('17006311', '17006314', '17006315')",4
"('frn', '17006295', '17006296')",4
"('provided', 'determine', 'eligible')",4
"('item', 'number', 'lines')",4
"('154', '213', '20')",4
"('2', 'caller', 'id')",4
"('17006366', '17006369', '17006371')",4
"('product', 'service', 'additional')",4
"('application', 'parent', 'child')",4
"('dr1', 'applicant', 'failed')",4
"('vendor', 'documentation', 'cellular')",4
"('1699100956', '001', 'includes')",4
"('17006314', '17006315', '17006317')",4
"('month', '1', '029')",4
"('mr1', 'monthly', 'recurring')",4
"('line', '32', 'lines')",4
"('applicable', 'violation', 'program')",4
"('requesting', 'maintenance', 'operations')",4
"('17008909', '17007194', 'eligible')",4
"('month', '1', '018')",4
"('within', 'frn', '16075783')",4
"('one', 'time', 'cost')",4
"('28', 'days', 'therefore')",4
"('17006322', '17006323', '17006325')",4
"('17006364', '17006365', '17006366')",4
"('selection', 'fcc', 'rules')",4
"('cost', 'effective', 'offering')",4
"('pri', '1', '120')",4
"('respond', 'administrator', 'information')",4
"('17006434', '17006298', '17008909')",4
"('rest', 'w', '800')",4
"('pri', '1', '445')",4
"('documentation', 'mr3', 'amount')",4
"('following', 'item', 'selective')",4
"('documentation', 'needed', 'validate')",4
"('waiting', 'period', 'date')",4
"('17006323', '17006325', '17006326')",4
"('child', 'relationship', 'requested')",4
"('3', '743', '10')",4
"('services', 'dsl', 'internet')",4
"('1', '021', '64')",4
"('commission', 'fcc', 'rules')",3
"('changed', 'reference', 'contract')",3
"('2015', 'result', 'voice')",3
"('result', 'discount', 'rate')",3
"('rate', 'program', 'frn')",3
"('includes', 'request', 'cell')",3
"('requests', 'number', 'frn')",3
"('voluntary', 'contract', 'extension')",3
"('due', 'failure', 'advise')",3
"('result', 'voice', 'services')",3
"('factor', 'considered', 'specifically')",3
"('evaluation', 'long', 'separate')",3
"('required', 'conduct', 'fair')",3
"('modified', '1', '4')",3
"('due', 'documentation', 'provided')",3
"('entity', '151596', 'requesting')",3
"('messaging', 'dr2', 'frn')",3
"('evaluation', 'criteria', 'process')",3
"('considered', 'specifically', 'price')",3
"('dr3', 'description', 'products')",3
"('cox', 'bid', 'pri')",3
"('evaluate', 'bids', 'received')",3
"('rate', 'program', 'require')",3
"('item', 'cable', 'modem')",3
"('2019', '6', '30')",3
"('competitive', 'bid', 'process')",3
"('factor', 'across', 'tiers')",3
"('issued', 'fcc', 'form')",3
"('factor', 'accurately', 'reflect')",3
"('tabulation', 'analysis', 'analysis')",3
"('request', 'video', 'conferencing')",3
"('2015', 'result', 'discount')",3
"('meet', 'e', 'rate')",3
"('therefore', 'extended', 'contract')",3
"('competitive', 'bidding', 'period')",3
"('n', 'tdm', 'fiber')",3
"('205', '9030', 'representative')",3
"('modified', '80', '60')",3
"('1', 'phone', 'line')",3
"('entities', 'receiving', 'service')",3
"('county', 'school', 'district')",3
"('modified', '1', '6')",3
"('mr1', 'contract', 'expiration')",3
"('18', '2016', 'district')",3
"('evaluation', 'factor', 'titled')",3
"('result', 'brevard’s', 'failure')",3
"('quantity', 'number', 'lines')",3
"('communications', 'commission', 'fcc')",3
"('eligible', 'costs', 'discount')",3
"('cellular', 'service', 'justified')",3
"('1', '15', 'agree')",3
"('tier', 'vendor', 'selection')",3
"('rfp', 'cited', 'fcc')",3
"('court', 'appeal', 'state')",3
"('evaluation', 'factor', 'accurately')",3
"('therefore', 'ineligible', 'receive')",3
"('court', 'also', 'ordered')",3
"('cost', 'effectiveness', 'product')",3
"('request', 'unable', 'provide')",3
"('requested', 'dark', 'fiber')",3
"('request', 'supported', 'contract')",3
"('requesting', 'products', 'service')",3
"('rebid', 'contract', 'compliance')",3
"('rather', 'month', 'month')",3
"('excessive', 'cost', 'effective')",3
"('dr2', 'products', 'services')",3
"('requirements', 'required', 'fcc')",3
"('evaluation', 'sheet', 'requested')",3
"('internet', 'access', 'verification')",3
"('text', 'messaging', 'dr2')",3
"('providers', 'price', 'primary')",3
"('respond', 'administrator’s', 'cost')",3
"('copies', 'bids', 'determine')",3
"('tiers', 'multi', 'tier')",3
"('contract', 'include', 'provision')",3
"('item', '21', 'parent')",3
"('included', 'vendor', 'evaluation')",3
"('changed', '1', '022')",3
"('inwood', 'academy', 'leadership')",3
"('indicate', 'contractual', 'products')",3
"('copy', 'cox', 'bid')",3
"('charter', 'school', 'irving')",3
"('charter', 'school', 'garvanza')",3
"('requirements', 'court', 'also')",3
"('cites', 'jon', 'baumgart')",3
"('charter', 'school', 'district')",3
"('requirements', 'result', 'brevard’s')",3
"('item', '21', 'vendor')",3
"('requirements', 'cost', 'effectiveness')",3
"('received', 'cellular', 'voice')",3
"('includes', 'request', 'mobile')",3
"('effectiveness', 'review', 'information')",3
"('month', '164', '527')",3
"('equipment', 'therefore', 'meet')",3
"('e', 'rate', 'requirements')",3
"('respective', 'services', 'service')",3
"('2016', 'district', 'court')",3
"('require', 'applicants', 'comply')",3
"('child', 'relationship', 'frn')",3
"('mr2', 'establishing', 'fcc')",3
"('effectiveness', 'product', 'services')",3
"('equipment', 'products', 'services')",3
"('email', 'amp', 'amp')",3
"('contract', 'meet', 'e')",3
"('10', '17', '2016')",3
"('weighted', 'factor', 'across')",3
"('request', 'provide', 'copies')",3
"('internet', 'access', 'mr1')",3
"('evaluation', 'sheet', 'usac')",3
"('requirements', 'specifically', 'november')",3
"('within', 'frn', 'closed')",3
"('contract', 'extension', 'original')",3
"('ec', 'acquisition', 'llc')",3
"('considered', 'part', 'evaluation')",3
"('costs', 'discount', 'support')",3
"('reviews', 'respective', 'services')",3
"('explained', 'price', 'considered')",3
"('comply', 'federal', 'communications')",3
"('2017', 'agree', 'documentation')",3
"('comply', 'fcc', 'competitive')",3
"('extended', 'contract', 'meet')",3
"('receive', 'funding', 'program')",3
"('closed', 'based', 'review')",3
"('independent', 'reviews', 'respective')",3
"('centro', 'tecnológico', 'de')",3
"('review', 'applicant', 'failed')",3
"('extension', 'original', 'contract')",3
"('response', 'adhere', 'criteria')",3
"('rate', 'frn', 'reduced')",3
"('response', 'administrator', 'special')",3
"('criteria', 'process', 'provided')",3
"('response', 'demonstrate', 'price')",3
"('count', 'modified', '1')",3
"('entity', 'ies', 'therefore')",3
"('compliance', 'florida', 'competitive')",3
"('dark', 'fiber', 'service')",3
"('criteria', 'indicated', 'evaluation')",3
"('contract', 'amp', 'amp')",3
"('entity', 'validation', 'centro')",3
"('rate', 'requirements', 'cannot')",3
"('conferencing', 'distance', 'learning')",3
"('expiration', 'date', '6')",3
"('corporation', 'frn', 'comply')",3
"('clarification', 'duplicative', 'services')",3
"('requirements', 'cannot', 'used')",3
"('evaluation', 'provided', 'selective')",3
"('charter', 'school', '1708116')",3
"('requested', 'independent', 'school')",3
"('modified', 'frn', 'indicate')",3
"('certifications', 'mr1', 'amount')",3
"('charter', 'advanced', 'services')",3
"('dark', 'fiber', 'network')",3
"('conduct', 'independent', 'reviews')",3
"('irving', 'campus', 'agree')",3
"('tecnológico', 'de', 'la')",3
"('correct', 'quantity', 'lines')",3
"('conduct', 'fair', 'open')",3
"('review', 'determined', 'applicant')",3
"('comply', 'state', 'competitive')",3
"('comply', 'florida', 'state')",3
"('contract', 'compliance', 'florida')",3
"('question', 'yes', 'dark')",3
"('make', 'model', 'equipment')",3
"('celerity', 'troika', 'charter')",3
"('year', 'mr1', 'data')",3
"('documentation', 'response', 'demonstrate')",3
"('17', '2016', 'application')",3
"('service', 'provider', '143025240')",3
"('discount', 'rate', 'frn')",3
"('using', 'criteria', 'indicated')",3
"('accurately', 'reflect', 'prices')",3
"('achernar', 'charter', 'school')",3
"('acquisition', 'llc', 'spin')",3
"('across', 'tiers', 'multi')",3
"('number', 'frn', 'denied')",3
"('mobility', 'added', 'fcc')",3
"('17008114', 'celerity', 'achernar')",3
"('leadership', 'charter', 'school')",3
"('service', 'provider', '04')",3
"('documentation', 'support', 'amount')",3
"('denied', 'entity', '151596')",3
"('however', 'scores', 'given')",3
"('property', 'tax', 'allotment')",3
"('vendor', 'requested', 'pri')",3
"('utilized', 'campus', 'school')",3
"('law', 'judge’s', 'recommendations')",3
"('denied', 'due', 'failure')",3
"('denied', 'due', 'documentation')",3
"('verification', 'connection', 'type')",3
"('documentation', 'response', 'administrator')",3
"('products', 'services', 'rather')",3
"('frn', '1699092691', 'new')",3
"('documentation', 'provided', 'validate')",3
"('products', 'services', 'rfp')",3
"('highest', 'weighting', 'vendor')",3
"('mr2', 'frn', 'dark')",3
"('split', 'frn', '1699092691')",3
"('17008117', 'celerity', 'octavia')",3
"('local', 'competitive', 'bidding')",3
"('academy', 'leadership', 'charter')",3
"('accept', 'administrative', 'law')",3
"('garvanza', 'campus', '17008117')",3
"('program', 'frn', 'denied')",3
"('service', 'provider', 'ec')",3
"('program', 'require', 'applicants')",3
"('50', 'per', 'month')",3
"('service', 'provider', 'dr2')",3
"('prior', 'response', 'adhere')",3
"('operational', 'spin', 'change')",3
"('discount', 'percentage', 'frn')",3
"('service', 'provider', '3')",3
"('5', 'lines', 'agree')",3
"('16072034', 'yeshivaday', 'school')",3
"('learning', 'ineligible', 'product')",3
"('access', 'verification', 'connection')",3
"('00', '21', '520')",3
"('349', 'underlying', 'competitive')",3
"('administrative', 'law', 'judge’s')",3
"('celerity', 'octavia', 'charter')",3
"('jon', 'baumgart', 'phone')",3
"('denied', 'applicant', 'relying')",3
"('vendor', 'documentation', 'price')",3
"('form', '470', 'internet')",3
"('form', '470', 'indicated')",3
"('recommendations', 'rebid', 'contract')",3
"('form', '470', 'fcc')",3
"('1708116', 'celerity', 'troika')",3
"('order', 'reflect', 'voice')",3
"('ordered', 'brevard', 'accept')",3
"('form', '470', 'cites')",3
"('30', '2019', '6')",3
"('item', 'verification', 'fcc')",3
"('30', '2018', 'agree')",3
"('modified', '15', 'recipients')",3
"('original', 'contract', 'include')",3
"('nslp', 'data', 'vendor')",3
"('mobile', 'broadband', 'unlimited')",3
"('amp', 'amp', 'corporation')",3
"('02', 'month', 'agree')",3
"('provide', 'copies', 'bids')",3
"('amp', 'amp', 'mobility')",3
"('documentation', 'voice', 'local')",3
"('service', 'fiber', 'maintenance')",3
"('form', '470', 'requests')",3
"('although', 'price', 'eligible')",3
"('service', 'ineligible', 'product')",3
"('administrator’s', 'cost', 'effectiveness')",3
"('state', 'florida', 'fifth')",3
"('pots', 'local', 'phone')",3
"('key', 'line', 'hunting')",3
"('usac', 'modified', 'frn')",3
"('titled', 'products', 'services')",3
"('mpls', 'internet', 'access')",3
"('state', 'local', 'competitive')",3
"('314', '205', '9030')",3
"('listed', 'bid', 'tabulation')",3
"('denied', 'dr2', 'contract')",3
"('471', 'application', 'mr2')",3
"('judge’s', 'recommendations', 'rebid')",3
"('471', 'indicated', 'products')",3
"('verification', 'vendor', 'spin')",3
"('distance', 'learning', 'ineligible')",3
"('relationship', 'frn', 'form')",3
"('indicated', 'rfp', 'existed')",3
"('also', 'ordered', 'brevard')",3
"('service', 'frontier', 'communications')",3
"('form', '470', 'voice')",3
"('denied', 'brevard', 'county')",3
"('llc', 'spin', '143046663')",3
"('products', 'services', 'provided')",3
"('service', '12', 'recipients')",3
"('services', 'service', 'based')",3
"('yeshivaday', 'school', 'las')",3
"('services', 'justified', 'cost')",3
"('octavia', 'charter', 'school')",3
"('greater', 'prices', 'available')",3
"('reflect', 'voice', 'services')",3
"('usage', 'ineligible', 'use')",3
"('model', 'equipment', 'products')",3
"('mr2', 'frn', 'changed')",3
"('164', '769', '23')",3
"('frn', 'modified', '164')",3
"('services', 'however', 'scores')",3
"('used', 'award', 'contract')",3
"('vendor', 'spin', 'number')",3
"('services', 'given', 'highest')",3
"('frn', 'modified', '27')",3
"('services', 'frn', 'changed')",3
"('00', 'reflect', 'correct')",3
"('frn', 'denied', 'brevard')",3
"('reflect', 'prices', 'listed')",3
"('750', 'one', 'time')",3
"('determine', 'eligible', 'costs')",3
"('line', 'agree', 'applicant')",3
"('reflect', 'correct', 'quantity')",3
"('services', 'service', 'type')",3
"('price', 'considered', 'part')",3
"('products', 'services', 'however')",3
"('5d15', '349', 'underlying')",3
"('specifically', 'november', '18')",3
"('specifically', 'price', 'included')",3
"('validation', 'centro', 'tecnológico')",3
"('6', 'agree', 'applicant')",3
"('vendor', 'using', 'criteria')",3
"('price', 'included', 'vendor')",3
"('60', 'agree', 'applicant')",3
"('phone', 'services', 'therefore')",3
"('services', 'rather', 'month')",3
"('frn', 'indicate', 'contractual')",3
"('services', 'provided', 'special')",3
"('services', 'provided', 'month')",3
"('00', 'monthly', 'requested')",3
"('17003098', 'meet', 'statutory')",3
"('specifically', 'technical', 'contact')",3
"('frn', 'frn', 'denied')",3
"('november', '18', '2016')",3
"('services', 'phase', 'discount')",3
"('services', 'phase', 'conduct')",3
"('process', 'used', 'award')",3
"('services', 'rfp', 'cited')",3
"('164', '527', '02')",3
"('oc', 'n', 'tdm')",3
"('frn', 'comply', 'florida')",3
"('frn', 'closed', 'based')",3
"('769', '23', 'month')",3
"('group', 'llc', 'based')",3
"('service', 'type', 'network')",3
"('product', 'service', 'voice')",3
"('product', 'services', 'requested')",3
"('documentation', 'price', 'type')",3
"('open', 'competitive', 'bid')",3
"('frn', 'modified', '80')",3
"('representative', 'service', 'provider')",3
"('527', '02', 'month')",3
"('sheet', 'explained', 'price')",3
"('4', 'agree', 'applicant')",3
"('products', 'requested', 'independent')",3
"('products', 'service', 'within')",3
"('9030', 'representative', 'service')",3
"('plans', 'ineligible', 'product')",3
"('sheet', 'requested', 'pri')",3
"('documentation', 'provided', 'response')",3
"('sheet', 'usac', 'unable')",3
"('used', 'support', 'funding')",3
"('service', 'remove', 'bens')",3
"('llc', 'cost', 'effective')",3
"('process', 'applicants', 'also')",3
